"annotation_id","annotator","created_at","id","label","lead_time","review","updated_at"
101,"1","2026-02-15T18:42:20.050301Z",1,"Positive",7.408,"This movie is a triumph in every sense. Highly recommended for everyone.","2026-02-15T18:42:20.050301Z"
102,"1","2026-02-15T18:44:44.344206Z",2,"Negative",60.373,"I have never been so bored in my life. The score was frankly cringe-worthy. Avoid this at all costs.","2026-02-15T18:44:44.344206Z"
103,"1","2026-02-15T18:44:57.982218Z",3,"Positive",11.44,"I was completely blown away by this film. The lead actor delivered a refreshing performance. I will be thinking about this for days.","2026-02-15T18:44:57.982218Z"
104,"1","2026-02-15T18:45:12.138682Z",4,"Negative",12.391,"The trailer was better than the movie. The acting was frankly tedious. A complete misfire.","2026-02-15T18:45:12.138682Z"
105,"1","2026-02-15T18:45:20.824584Z",5,"Neutral",7.224,"Middle of the road entertainment. Visually it's fine, but the story arc is just average. It is what it is.","2026-02-15T18:45:20.824584Z"
106,"1","2026-02-15T18:45:55.397003Z",6,"Negative",33.763,"It perfectly balances humor and drama. I was hooked from the very first minute.","2026-02-15T18:45:55.397003Z"
107,"1","2026-02-15T18:46:06.933139Z",7,"Negative",10.461,"I have never been so bored in my life. Nothing about the opening scene worked. A complete misfire.","2026-02-15T18:46:06.933139Z"
108,"1","2026-02-15T18:46:20.867186Z",8,"Negative",13.06,"Nothing about the acting worked. What a complete waste of potential.","2026-02-15T18:46:20.867186Z"
109,"1","2026-02-15T18:46:34.023795Z",9,"Positive",12.044,"It’s not a masterpiece, but it’s not a disaster either. The acting is fine, but the editing is a bit serviceable. You won't remember it a week from now.","2026-02-15T18:46:34.023795Z"
110,"1","2026-02-15T18:46:44.449750Z",10,"Positive",9.482,"Simply put, this is cinema at its finest. The chemistry between the cast was superb. Don't miss this one.","2026-02-15T18:46:44.449750Z"
111,"1","2026-02-15T18:46:54.997950Z",11,"Positive",9.588,"I oscillated between loving and hating this film. I respect the ambition, even if it didn't fully land.","2026-02-15T18:46:54.997950Z"
112,"1","2026-02-15T18:47:10.307702Z",12,"Negative",14.1,"The acting was gripping, yet the acting felt dull. This is a very difficult movie to categorize.","2026-02-15T18:47:10.307702Z"
113,"1","2026-02-15T18:47:22.831006Z",13,"Positive",10.564,"It tries to be deep, but comes off as dull despite the gripping music. A strange experience overall.","2026-02-15T18:47:22.831006Z"
114,"1","2026-02-15T18:47:32.965477Z",14,"Neutral",8.332,"Wow, just wow. Every scene felt earned, and the costume design was masterful. Two thumbs way up.","2026-02-15T18:47:32.965477Z"
115,"1","2026-02-15T18:47:43.440300Z",15,"Neutral",7.62,"I am confused about how I feel. It left me puzzled.","2026-02-15T18:47:43.441296Z"
116,"1","2026-02-15T18:47:52.747355Z",16,"Neutral",6.89,"The direction was typical, but nothing special. Middle of the road entertainment.","2026-02-15T18:47:52.747355Z"
117,"1","2026-02-15T18:48:02.565590Z",17,"Positive",8.746,"Total garbage. Zero stars if I could give it.","2026-02-15T18:48:02.565590Z"
118,"1","2026-02-15T18:48:31.889718Z",18,"Positive",26.186,"I didn't expect to enjoy this as much as I did. I particularly loved how the cinematography was handled. Don't miss this one.","2026-02-15T18:48:31.889718Z"
119,"1","2026-02-15T18:48:53.946490Z",19,"Negative",19.285,"I tried to like it, I really did, but it failed. I walked out halfway through.","2026-02-15T18:48:53.946490Z"
120,"1","2026-02-15T18:49:00.610485Z",20,"Neutral",5.458,"I am confused about how I feel. Your mileage may vary significantly.","2026-02-15T18:49:00.610485Z"
121,"1","2026-02-15T18:49:30.008899Z",21,"Neutral",27.703,"I have mixed feelings about this one. You won't remember it a week from now.","2026-02-15T18:49:30.008899Z"
122,"1","2026-02-15T18:49:34.264029Z",22,"Positive",3.368,"I didn't expect to enjoy this as much as I did. It perfectly balances humor and drama. Do yourself a favor and go see this.","2026-02-15T18:49:34.264029Z"
123,"1","2026-02-15T18:50:13.252260Z",23,"Negative",26.725,"The costume design distracted me from everything else. I struggled to sit through the first half.","2026-02-15T18:50:13.252260Z"
124,"1","2026-02-15T18:50:17.462711Z",24,"Positive",2.604,"The visual effects were superb and added so much depth. This movie is a triumph in every sense.","2026-02-15T18:50:17.462711Z"
125,"1","2026-02-15T18:50:23.476427Z",25,"Positive",5.319,"Wow, just wow. It perfectly balances humor and drama. A must-watch for fans of the genre.","2026-02-15T18:50:23.476427Z"
126,"1","2026-02-15T18:50:26.761853Z",26,"Negative",2.143,"I have never been so bored in my life. Utterly disappointing.","2026-02-15T18:50:26.761853Z"
127,"1","2026-02-15T18:50:38.060690Z",27,"Positive",9.94,"A refreshing take on a tired genre. Don't miss this one.","2026-02-15T18:50:38.062789Z"
128,"1","2026-02-15T18:50:50.675712Z",28,"Neutral",11.535,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.","2026-02-15T18:50:50.675712Z"
129,"1","2026-02-15T18:50:55.375788Z",29,"Negative",3.61,"What a complete waste of potential. It’s a hard pass from me.","2026-02-15T18:50:55.375788Z"
130,"1","2026-02-15T18:51:14.124921Z",30,"Neutral",17.611,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.","2026-02-15T18:51:14.124921Z"
131,"1","2026-02-15T18:51:24.990368Z",31,"Neutral",9.706,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.","2026-02-15T18:51:24.990368Z"
132,"1","2026-02-15T18:51:36.703771Z",32,"Neutral",10.437,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.","2026-02-15T18:51:36.703771Z"
133,"1","2026-02-15T18:51:54.764106Z",33,"Neutral",14.586,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.","2026-02-15T18:51:54.764106Z"
134,"1","2026-02-15T18:51:58.720613Z",34,"Negative",2.768,"This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.","2026-02-15T18:51:58.720613Z"
135,"1","2026-02-15T18:52:03.656894Z",35,"Neutral",3.966,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.","2026-02-15T18:52:03.657892Z"
136,"1","2026-02-15T18:52:16.934913Z",36,"Negative",11.285,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.","2026-02-15T18:52:16.934913Z"
137,"1","2026-02-15T18:52:21.038109Z",37,"Positive",3.317,"It perfectly balances humor and drama. This movie is a triumph in every sense.","2026-02-15T18:52:21.038109Z"
138,"1","2026-02-15T18:52:24.425351Z",38,"Negative",2.098,"A frustrating experience. Avoid this at all costs.","2026-02-15T18:52:24.425351Z"
139,"1","2026-02-15T18:52:34.337360Z",39,"Neutral",9.061,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.","2026-02-15T18:52:34.337360Z"
140,"1","2026-02-15T18:52:38.439331Z",40,"Positive",2.078,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.","2026-02-15T18:52:38.439331Z"
141,"1","2026-02-15T18:52:45.978241Z",41,"Neutral",4.18,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.","2026-02-15T18:52:45.978241Z"
142,"1","2026-02-15T18:52:54.522642Z",42,"Positive",7.513,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.","2026-02-15T18:52:54.522642Z"
143,"1","2026-02-15T18:53:05.049051Z",43,"Positive",9.286,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.","2026-02-15T18:53:05.049051Z"
144,"1","2026-02-15T18:53:11.642764Z",44,"Neutral",5.62,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.","2026-02-15T18:53:21.606308Z"
145,"1","2026-02-15T18:53:40.441450Z",45,"Neutral",4.67,"I am confused about how I feel. A polarizing experience for sure.","2026-02-15T18:53:40.441450Z"
146,"1","2026-02-15T18:53:47.993037Z",46,"Negative",4.462,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.","2026-02-15T18:53:47.993037Z"
147,"1","2026-02-15T18:54:25.168412Z",47,"Positive",35.548,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.","2026-02-15T18:54:25.168412Z"
148,"1","2026-02-15T18:54:30.797344Z",48,"Positive",4.033,"This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.","2026-02-15T18:54:30.798344Z"
149,"1","2026-02-15T18:54:35.152506Z",49,"Negative",3.244,"It felt like a rough draft that was never edited. I struggled to sit through the first half.","2026-02-15T18:54:35.152506Z"
150,"1","2026-02-15T18:54:42.787009Z",50,"Neutral",4.285,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.","2026-02-15T18:54:42.787009Z"
151,"1","2026-02-15T18:54:49.352904Z",51,"Positive",2.628,"An absolute joy to watch from start to finish. Two thumbs way up.","2026-02-15T18:54:49.352904Z"
152,"1","2026-02-15T18:54:59.687532Z",52,"Neutral",6.988,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","2026-02-15T18:54:59.687532Z"
153,"1","2026-02-15T18:55:06.405851Z",53,"Negative",4.387,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","2026-02-15T18:55:06.405851Z"
154,"1","2026-02-15T18:55:17.638123Z",54,"Negative",4.763,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","2026-02-15T18:55:17.638123Z"
155,"1","2026-02-15T18:55:21.937131Z",55,"Positive",2.624,"Finally, a movie that respects the audience. Two thumbs way up.","2026-02-15T18:55:21.937131Z"
156,"1","2026-02-15T18:55:25.354990Z",56,"Neutral",2.654,"I oscillated between loving and hating this film. It’s definitely not for everyone.","2026-02-15T18:55:25.354990Z"
157,"1","2026-02-15T18:55:40.467700Z",57,"Positive",14.134,"I was completely blown away by this film. Don't miss this one.","2026-02-15T18:55:40.467700Z"
158,"1","2026-02-15T18:55:45.302675Z",58,"Positive",3.156,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","2026-02-15T18:55:45.302675Z"
159,"1","2026-02-15T18:55:49.917776Z",59,"Negative",2.24,"Total garbage. A complete misfire.","2026-02-15T18:55:49.917776Z"
160,"1","2026-02-15T18:55:55.790043Z",60,"Negative",5.027,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","2026-02-15T18:55:55.790043Z"
161,"1","2026-02-15T18:56:10.571732Z",61,"Positive",13.46,"Standard fare for this type of movie. Wait for it to come out on streaming.","2026-02-15T18:56:10.571732Z"
162,"1","2026-02-15T18:56:14.751939Z",62,"Negative",1.872,"I have never been so bored in my life. Do not bother.","2026-02-15T18:56:14.751939Z"
163,"1","2026-02-15T18:56:22.026595Z",63,"Neutral",3.772,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","2026-02-15T18:56:22.026595Z"
164,"1","2026-02-15T18:57:09.089256Z",64,"Negative",45.885,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","2026-02-15T18:57:09.089256Z"
165,"1","2026-02-15T18:57:21.720232Z",65,"Positive",11.177,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","2026-02-15T18:57:21.720232Z"
166,"1","2026-02-15T18:57:31.325511Z",66,"Neutral",8.502,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","2026-02-15T18:57:31.326500Z"
167,"1","2026-02-15T18:57:40.423538Z",67,"Positive",7.539,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","2026-02-15T18:57:40.423538Z"
168,"1","2026-02-15T18:57:45.406723Z",68,"Positive",4.288,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","2026-02-15T18:57:45.406723Z"
169,"1","2026-02-15T18:57:53.654765Z",69,"Positive",7.275,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","2026-02-15T18:57:53.655768Z"
170,"1","2026-02-15T18:57:56.474075Z",70,"Negative",1.981,"The soundtrack was frankly disjointed. Total garbage.","2026-02-15T18:57:56.474075Z"
171,"1","2026-02-15T18:58:14.389705Z",71,"Negative",16.865,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","2026-02-15T18:58:14.389705Z"
172,"1","2026-02-15T18:58:27.313840Z",72,"Negative",11.12,"The direction was frankly uninspired. I want my two hours back.","2026-02-15T18:58:27.313840Z"
173,"1","2026-02-15T18:58:38.664243Z",73,"Neutral",10.548,"It has some good moments, especially the direction. I have mixed feelings about this one.","2026-02-15T18:58:38.664243Z"
174,"1","2026-02-15T18:58:46.573009Z",74,"Positive",7.196,"It perfectly balances humor and drama. I was completely blown away by this film.","2026-02-15T18:58:46.573009Z"
175,"1","2026-02-15T18:58:56.388236Z",75,"Positive",8.501,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","2026-02-15T18:58:56.388236Z"
176,"1","2026-02-15T18:59:07.061537Z",76,"Positive",9.386,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","2026-02-15T18:59:07.061537Z"
177,"1","2026-02-15T18:59:33.319882Z",77,"Positive",24.437,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","2026-02-15T18:59:33.319882Z"
178,"1","2026-02-15T19:00:04.590347Z",78,"Positive",29.961,"Standard fare for this type of movie. Good for a one-time watch.","2026-02-15T19:00:04.590347Z"
179,"1","2026-02-15T19:00:09.603982Z",79,"Negative",3.406,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","2026-02-15T19:00:09.603982Z"
180,"1","2026-02-15T19:00:15.683114Z",80,"Positive",4.589,"A strange experience overall. I respect the ambition, even if it didn't fully land.","2026-02-15T19:00:15.683114Z"
181,"1","2026-02-15T19:00:18.945859Z",81,"Neutral",2.243,"A strange experience overall. A polarizing experience for sure.","2026-02-15T19:00:18.945859Z"
182,"1","2026-02-15T19:01:31.715655Z",82,"Neutral",71.821,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","2026-02-15T19:01:31.715655Z"
183,"1","2026-02-15T19:01:36.231648Z",83,"Neutral",3.512,"I have mixed feelings about this one. 6/10 at best.","2026-02-15T19:01:36.231648Z"
184,"1","2026-02-15T19:01:39.499990Z",84,"Negative",2.56,"I struggled to sit through the first half. A complete misfire.","2026-02-15T19:01:39.500863Z"
185,"1","2026-02-15T19:01:43.629260Z",85,"Positive",3.358,"An absolute joy to watch from start to finish. Highly recommended for everyone.","2026-02-15T19:01:43.629260Z"
186,"1","2026-02-15T19:01:47.215993Z",86,"Negative",2.975,"A frustrating experience. Zero stars if I could give it.","2026-02-15T19:01:47.215993Z"
187,"1","2026-02-15T19:01:50.843300Z",87,"Negative",2.946,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","2026-02-15T19:01:50.844307Z"
188,"1","2026-02-15T19:01:57.806686Z",88,"Positive",6.057,"It was... fine. It has some good moments, especially the character development. It is what it is.","2026-02-15T19:01:57.807719Z"
189,"1","2026-02-15T19:02:00.232945Z",89,"Negative",1.827,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","2026-02-15T19:02:00.232945Z"
190,"1","2026-02-15T19:02:05.088593Z",90,"Positive",4.027,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","2026-02-15T19:02:05.088593Z"
191,"1","2026-02-15T19:02:12.134507Z",91,"Neutral",6.038,"The screenplay was okay, but forgettable. It was... fine.","2026-02-15T19:02:12.134507Z"
192,"1","2026-02-15T19:02:23.384105Z",92,"Positive",10.441,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","2026-02-15T19:02:23.384105Z"
193,"1","2026-02-15T19:02:28.318516Z",93,"Positive",3.751,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","2026-02-15T19:02:28.318516Z"
194,"1","2026-02-15T19:02:35.598045Z",94,"Negative",6.323,"It doesn't leave a lasting impression. Middle of the road entertainment.","2026-02-15T19:02:35.598045Z"
195,"1","2026-02-15T19:02:55.118051Z",95,"Neutral",24.892000000000003,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","2026-02-15T19:03:08.058977Z"
196,"1","2026-02-15T19:03:26.872255Z",96,"Neutral",9.769,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","2026-02-15T19:03:26.872255Z"
197,"1","2026-02-15T19:03:32.621114Z",97,"Neutral",3.859,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","2026-02-15T19:03:32.621114Z"
198,"1","2026-02-15T19:03:44.477501Z",98,"Neutral",9.957,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","2026-02-15T19:03:44.477501Z"
199,"1","2026-02-15T19:03:49.230430Z",99,"Positive",2.791,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","2026-02-15T19:03:49.230430Z"
200,"1","2026-02-15T19:04:02.192418Z",100,"Positive",11.943,"I was hooked from the very first minute. I can't wait to see it again.","2026-02-15T19:04:02.192418Z"
